size	date
19,98	march-10
19,33	march-10
17,34	march-10
15,89	march-10
21,43	march-10
15,34	march-10
18,92	march-10
20,3	march-10
19,8	march-10
19,76	march-10
21,45	march-10
17,12	march-10
20,25	march-10
18,03	march-10
20,23	march-10
17,5	march-10
17,83	march-10
17,87	march-10
16,08	march-10
14,38	march-10
14,16	march-10
18,67	march-10
16,43	march-10
17,26	march-10
23,25	march-10
18,32	march-10
20,65	march-10
18,32	march-10
16,4	march-10
17,13	march-10
19,54	march-10
17,76	march-10
17,3	march-10
19,38	march-10
14,61	march-10
17,38	march-10
13,24	march-10
20,99	march-10
25,1	march-10
28,03	march-10
29,24	march-10
26,16	march-10
31,22	march-10
26,84	march-10
25,07	march-10
29,49	march-10
27,44	march-10
29,67	march-10
25,33	march-10
24,71	march-10
29,77	march-10
25,53	march-10
29,25	march-10
24,88	march-10
26,96	march-10
31,41	march-10
22,03	march-10
26,88	march-10
24,89	march-10
29,03	march-10
27,63	march-10
28,49	march-10
24,25	march-10
29,67	march-10
28,31	march-10
30,29	march-10
28,25	march-10
28,45	march-10
30,74	march-10
22,76	march-10
29,77	march-10
28,39	march-10
26,54	march-10
28,12	march-10
31,61	march-10
37,2	march-10
36,51	march-10
34,05	march-10
34,92	march-10
32,92	march-10
38,35	march-10
33,97	march-10
32,46	march-10
33,04	march-10
33,52	march-10
32,76	march-10
34,7	march-10
33,46	march-10
30,41	march-10
36,12	march-10
35,45	march-10
31,88	march-10
38,98	march-10
37,4	march-10
26,82	march-10
6,73	sept-10
5,57	sept-10
6,21	sept-10
5,75	sept-10
7,01	sept-10
4	sept-10
4,51	sept-10
7,07	sept-10
4,87	sept-10
5,88	sept-10
7,87	sept-10
5,44	sept-10
5,57	sept-10
5,9	sept-10
6,25	sept-10
6,77	sept-10
5,78	sept-10
5,7	sept-10
5,89	sept-10
6,5	sept-10
5,15	sept-10
3,92	sept-10
5,44	sept-10
4,17	sept-10
6,08	sept-10
3,24	sept-10
6,21	sept-10
7,18	sept-10
6,79	sept-10
6,41	sept-10
5,26	sept-10
6,11	sept-10
8,22	sept-10
7,43	sept-10
8,47	sept-10
5,37	sept-10
5,27	sept-10
5,57	sept-10
5,97	sept-10
5,18	sept-10
6,27	sept-10
8,97	sept-10
6,01	sept-10
7,34	sept-10
6,75	sept-10
4,72	sept-10
7,69	sept-10
5,48	sept-10
6,42	sept-10
4,37	sept-10
5,65	sept-10
6,39	sept-10
7,38	sept-10
4,87	sept-10
5,8	sept-10
6,05	sept-10
6,61	sept-10
8,6	sept-10
6,31	sept-10
6,63	sept-10
5,69	sept-10
4,53	sept-10
4,03	sept-10
7,26	sept-10
6,47	sept-10
4,44	sept-10
6,92	sept-10
4,79	sept-10
6,06	sept-10
6,04	sept-10
7,04	sept-10
8,59	sept-10
8,68	sept-10
2,22	sept-10
5,2	sept-10
5,91	sept-10
8,23	sept-10
8,27	sept-10
5,77	sept-10
5,47	sept-10
8,58	sept-10
7,16	sept-10
6,8	sept-10
8,04	sept-10
4,2	sept-10
8,86	sept-10
5,94	sept-10
7,39	sept-10
5,6	sept-10
4,1	sept-10
8,64	sept-10
4,28	sept-10
9,36	sept-10
7,37	sept-10
7,52	sept-10
5,79	sept-10
5,76	sept-10
6,35	sept-10
5,09	sept-10
8,12	sept-10
4,13	sept-10
6,02	sept-10
5,26	sept-10
5,86	sept-10
7,29	sept-10
5,71	sept-10
5,89	sept-10
5,98	sept-10
3,4	sept-10
6,25	sept-10
7,74	sept-10
5,97	sept-10
7,3	sept-10
6,76	sept-10
5,53	sept-10
3,29	sept-10
6,15	sept-10
7,91	sept-10
6,27	sept-10
5,16	sept-10
6,73	sept-10
8,51	sept-10
8,73	sept-10
6,83	sept-10
5,63	sept-10
5,56	sept-10
6,34	sept-10
13,21	sept-10
12,15	sept-10
12,68	sept-10
11,24	sept-10
13,53	sept-10
13,47	sept-10
12,92	sept-10
11,48	sept-10
12,96	sept-10
16,06	sept-10
12,46	sept-10
15,39	sept-10
11,85	sept-10
11,64	sept-10
12,12	sept-10
14,25	sept-10
12	sept-10
14,36	sept-10
12,23	sept-10
14,74	sept-10
11,21	sept-10
14,89	sept-10
10,73	sept-10
9,64	sept-10
12,62	sept-10
8,8	sept-10
12,44	sept-10
14,7	sept-10
15,32	sept-10
13,93	sept-10
13,67	sept-10
13,97	sept-10
13,66	sept-10
16,27	sept-10
14,76	sept-10
11,49	sept-10
11,1	sept-10
10,7	sept-10
14,18	sept-10
13,61	sept-10
18,42	sept-10
12,14	sept-10
14,7	sept-10
13,35	sept-10
12,41	sept-10
11,48	sept-10
11,31	sept-10
8,96	sept-10
14,86	sept-10
11,97	sept-10
12,92	sept-10
12,26	sept-10
13,36	sept-10
12,58	sept-10
10,66	sept-10
14,33	sept-10
14,68	sept-10
9,33	sept-10
16,59	sept-10
14,56	sept-10
12,04	sept-10
13,63	sept-10
13,69	sept-10
11,86	sept-10
12,68	sept-10
14,35	sept-10
15,11	sept-10
14,38	sept-10
10,42	sept-10
11,46	sept-10
19,98	sept-10
23,17	sept-10
22,2	sept-10
22,7	sept-10
20,38	sept-10
24,04	sept-10
23,89	sept-10
21,63	sept-10
25,87	sept-10
21,22	sept-10
22,56	sept-10
18,72	sept-10
22,21	sept-10
20,59	sept-10
21,79	sept-10
24,36	sept-10
22,43	sept-10
23,12	sept-10
19,19	sept-10
23	sept-10
20,72	sept-10
21,19	sept-10
22,49	sept-10
23,12	sept-10
22,44	sept-10
22,28	sept-10
23,58	sept-10
22,91	sept-10
27,1	sept-10
23,47	sept-10
24,04	sept-10
20,89	sept-10
21,1	sept-10
23,07	sept-10
23,71	sept-10
19,77	sept-10
23,3	sept-10
20,32	sept-10
29,5	sept-10
35,03	sept-10
33,29	sept-10
31,73	sept-10
31,04	sept-10
30,2	sept-10
30,53	sept-10
32,96	sept-10
34,1	sept-10
29,41	sept-10
35,89	sept-10
31,75	sept-10
33,12	sept-10
33,82	sept-10
33,68	sept-10
29,68	sept-10
29,54	sept-10
32,48	sept-10
33,51	sept-10
33,08	sept-10
31,24	sept-10
35,67	sept-10
37,17	sept-10
32,37	sept-10
34,07	sept-10
38,91	sept-10
34,38	sept-10
35,99	sept-10
32,69	sept-10
32,98	sept-10
34,74	sept-10
36,83	sept-10
33,55	sept-10
2,79	march-11
2,32	march-11
4,21	march-11
3,45	march-11
4,01	march-11
1,35	march-11
3,85	march-11
4,44	march-11
3,33	march-11
5,32	march-11
4,14	march-11
4,97	march-11
2,47	march-11
2,18	march-11
3,29	march-11
5,66	march-11
3,46	march-11
4,03	march-11
4,62	march-11
3,91	march-11
4,65	march-11
2,27	march-11
5,19	march-11
4,2	march-11
2,13	march-11
5,87	march-11
1,98	march-11
5,13	march-11
4,86	march-11
4,83	march-11
4,54	march-11
4,73	march-11
5,63	march-11
4,16	march-11
2,85	march-11
3,28	march-11
5,67	march-11
2,22	march-11
3,4	march-11
4,75	march-11
3,19	march-11
4,41	march-11
3,24	march-11
3,57	march-11
3,7	march-11
2,02	march-11
3,27	march-11
3,91	march-11
4,62	march-11
2,38	march-11
2,57	march-11
4,81	march-11
4,33	march-11
4,68	march-11
2,52	march-11
5,15	march-11
1,39	march-11
4,16	march-11
1,76	march-11
4,28	march-11
1,43	march-11
2,71	march-11
2,47	march-11
5,68	march-11
3,54	march-11
3,71	march-11
2,57	march-11
3,49	march-11
3,28	march-11
4,02	march-11
3,06	march-11
3,79	march-11
2,59	march-11
4,05	march-11
3,52	march-11
4,44	march-11
2,28	march-11
5,15	march-11
3,11	march-11
3,9	march-11
4,33	march-11
5,57	march-11
5,05	march-11
3,26	march-11
1,53	march-11
4,36	march-11
3,96	march-11
4,63	march-11
5,13	march-11
4,96	march-11
1,96	march-11
4,62	march-11
4,42	march-11
3,45	march-11
2,49	march-11
3,87	march-11
4,77	march-11
3,87	march-11
4,28	march-11
2,75	march-11
5,1	march-11
3,73	march-11
3,23	march-11
3,31	march-11
6,2	march-11
4,66	march-11
1,82	march-11
3,81	march-11
4,68	march-11
2,65	march-11
4,02	march-11
5,16	march-11
3,71	march-11
5,19	march-11
3,79	march-11
3,09	march-11
5,83	march-11
3,21	march-11
4,32	march-11
1,97	march-11
5,01	march-11
1,02	march-11
2,83	march-11
2,55	march-11
3,21	march-11
3,54	march-11
3,67	march-11
4,28	march-11
3,51	march-11
4,12	march-11
3,58	march-11
3,53	march-11
5,51	march-11
3,24	march-11
3,31	march-11
4,08	march-11
5,01	march-11
4,13	march-11
3,62	march-11
3,77	march-11
3,77	march-11
4,57	march-11
3,92	march-11
2,82	march-11
5,61	march-11
2,85	march-11
2,23	march-11
2,6	march-11
3,81	march-11
3,65	march-11
4,57	march-11
6,1	march-11
4,68	march-11
4,31	march-11
4,19	march-11
6,5	march-11
4,57	march-11
2,32	march-11
2,88	march-11
2,27	march-11
1,71	march-11
5,2	march-11
2,65	march-11
3,19	march-11
2,09	march-11
2,93	march-11
2,9	march-11
1,68	march-11
4,44	march-11
3,79	march-11
3,58	march-11
6,5	march-11
2,14	march-11
4,54	march-11
5,84	march-11
1,7	march-11
3,94	march-11
5,07	march-11
3,91	march-11
3,27	march-11
3,74	march-11
6,49	march-11
7,75	march-11
4,82	march-11
4,58	march-11
5,27	march-11
4,91	march-11
5,51	march-11
2,37	march-11
6,11	march-11
3,7	march-11
3,48	march-11
2,38	march-11
4,57	march-11
4,79	march-11
3,1	march-11
5,42	march-11
3,15	march-11
4,81	march-11
2,98	march-11
3,34	march-11
4,25	march-11
2,33	march-11
4,03	march-11
3,38	march-11
2,85	march-11
2,88	march-11
4,76	march-11
3,54	march-11
4,59	march-11
3,16	march-11
3,2	march-11
2,13	march-11
3,9	march-11
3,07	march-11
4,92	march-11
3,76	march-11
3,37	march-11
4,31	march-11
4,73	march-11
3,59	march-11
2,65	march-11
4,3	march-11
5,49	march-11
3,43	march-11
4,02	march-11
3,9	march-11
2,85	march-11
8,02	march-11
6,8	march-11
9,66	march-11
7,99	march-11
9,55	march-11
10,85	march-11
12,71	march-11
6,12	march-11
7,98	march-11
9,55	march-11
7,45	march-11
9,11	march-11
8,03	march-11
8,01	march-11
10,41	march-11
8,69	march-11
7,35	march-11
9,81	march-11
10,67	march-11
7,65	march-11
4,42	march-11
9,04	march-11
10,38	march-11
9,76	march-11
9,79	march-11
10,42	march-11
8,45	march-11
10,05	march-11
8,16	march-11
11,41	march-11
8,87	march-11
7,28	march-11
7,17	march-11
9,11	march-11
8,68	march-11
7,7	march-11
10,52	march-11
6,74	march-11
7,55	march-11
7,65	march-11
8,56	march-11
10,23	march-11
10,64	march-11
8,42	march-11
7,75	march-11
9,92	march-11
6,89	march-11
11,25	march-11
8,83	march-11
9,66	march-11
9,15	march-11
7,82	march-11
11,97	march-11
9,23	march-11
9,29	march-11
7,94	march-11
13,11	march-11
8,38	march-11
6,74	march-11
9,12	march-11
5,73	march-11
9,1	march-11
7,62	march-11
9,24	march-11
10,19	march-11
9,17	march-11
6,61	march-11
9,81	march-11
9,31	march-11
7,41	march-11
9,38	march-11
12,03	march-11
5,47	march-11
7,88	march-11
6,9	march-11
7,49	march-11
7,28	march-11
11,17	march-11
7,86	march-11
10,32	march-11
10,73	march-11
11,63	march-11
10,27	march-11
7,94	march-11
9,6	march-11
10,42	march-11
5,77	march-11
9,7	march-11
11,87	march-11
8,87	march-11
9,53	march-11
10,13	march-11
8,12	march-11
10,07	march-11
8,64	march-11
6,32	march-11
8,09	march-11
8,71	march-11
11,22	march-11
8,12	march-11
10,62	march-11
8,41	march-11
10,38	march-11
9,6	march-11
10,98	march-11
10,39	march-11
9,73	march-11
7,18	march-11
9,37	march-11
8,4	march-11
9,24	march-11
10,09	march-11
10,5	march-11
11,5	march-11
11,31	march-11
9,06	march-11
10,05	march-11
7,06	march-11
7,61	march-11
11,32	march-11
10,05	march-11
11,92	march-11
6,61	march-11
7,89	march-11
10,59	march-11
13,94	march-11
18,24	march-11
18,61	march-11
18,24	march-11
15,88	march-11
19,35	march-11
16,16	march-11
14,54	march-11
14,77	march-11
16,82	march-11
16,8	march-11
19,01	march-11
17,58	march-11
16,79	march-11
14,46	march-11
17,65	march-11
20,9	march-11
16,72	march-11
14,35	march-11
20,16	march-11
18,96	march-11
18,28	march-11
20,33	march-11
18,64	march-11
19,37	march-11
16,54	march-11
19,45	march-11
16,89	march-11
17,9	march-11
17,49	march-11
13,64	march-11
18,78	march-11
19,89	march-11
16,93	march-11
15,76	march-11
16,41	march-11
18,35	march-11
17,47	march-11
20,28	march-11
18,96	march-11
17,14	march-11
22,39	march-11
18,74	march-11
16,97	march-11
21,64	march-11
16,66	march-11
16,38	march-11
17,12	march-11
17,97	march-11
17,18	march-11
18,39	march-11
17,57	march-11
16,77	march-11
18,28	march-11
19,28	march-11
19,84	march-11
19,4	march-11
18,56	march-11
15,43	march-11
19,82	march-11
21	march-11
18,92	march-11
19,16	march-11
11,82	march-11
17,78	march-11
14,91	march-11
14,55	march-11
19,68	march-11
18,28	march-11
24,15	march-11
23,95	march-11
25,16	march-11
28,35	march-11
29,2	march-11
28,08	march-11
25,42	march-11
25,24	march-11
28,38	march-11
26,75	march-11
27,08	march-11
29,62	march-11
27,41	march-11
23,99	march-11
26,14	march-11
26,7	march-11
26,9	march-11
26,14	march-11
25,04	march-11
26,33	march-11
28,26	march-11
31,41	march-11
26,62	march-11
32,27	march-11
23,23	march-11
24,91	march-11
28,42	march-11
27,26	march-11
24,93	march-11
28,1	march-11
28,39	march-11
23,07	march-11
28,67	march-11
31,56	march-11
24,13	march-11
23,19	march-11
27,33	march-11
29,37	march-11
35,3	march-11
31,01	march-11
34,42	march-11
31,33	march-11
35,73	march-11
35,65	march-11
30,75	march-11
35,85	march-11
33,64	march-11
31,32	march-11
34,61	march-11
34,9	march-11
35,52	march-11
35,63	march-11
30,14	march-11
31,33	march-11
35,38	march-11
35,69	march-11
32,5	march-11
28,55	march-11
35,45	march-11
5,79	sept-11
7,61	sept-11
7,11	sept-11
5,92	sept-11
8,63	sept-11
8,18	sept-11
5,35	sept-11
7,53	sept-11
7,35	sept-11
4,56	sept-11
5,99	sept-11
8,59	sept-11
7,57	sept-11
6,66	sept-11
5,65	sept-11
6,01	sept-11
4,71	sept-11
4,94	sept-11
5,8	sept-11
6,63	sept-11
4,74	sept-11
7,54	sept-11
6,18	sept-11
6,77	sept-11
6,03	sept-11
6,65	sept-11
7,12	sept-11
6,89	sept-11
7,23	sept-11
4,98	sept-11
4,97	sept-11
4,16	sept-11
5,73	sept-11
5,07	sept-11
5,46	sept-11
8,59	sept-11
7,99	sept-11
3,37	sept-11
6,81	sept-11
3,31	sept-11
6,65	sept-11
2,87	sept-11
5,66	sept-11
6,04	sept-11
5,56	sept-11
5,07	sept-11
4,46	sept-11
4,72	sept-11
5,5	sept-11
5,63	sept-11
5,53	sept-11
6,71	sept-11
5,03	sept-11
6,51	sept-11
5,45	sept-11
8,75	sept-11
4,87	sept-11
5,66	sept-11
2,21	sept-11
7,13	sept-11
7,82	sept-11
4,28	sept-11
4,4	sept-11
6,56	sept-11
6,62	sept-11
5,15	sept-11
6,41	sept-11
4,7	sept-11
7,02	sept-11
6,43	sept-11
6,67	sept-11
8,07	sept-11
6,47	sept-11
6,57	sept-11
5,06	sept-11
6,8	sept-11
7,21	sept-11
6,85	sept-11
7,94	sept-11
4,52	sept-11
5,08	sept-11
6,18	sept-11
7,18	sept-11
5,7	sept-11
4,63	sept-11
8,69	sept-11
4,85	sept-11
6,53	sept-11
5,53	sept-11
6,27	sept-11
5,63	sept-11
8,55	sept-11
8,08	sept-11
5,69	sept-11
5,73	sept-11
6,14	sept-11
6,4	sept-11
3,42	sept-11
6,89	sept-11
9,26	sept-11
3,62	sept-11
7,71	sept-11
6,28	sept-11
8,41	sept-11
5,65	sept-11
6,15	sept-11
5,1	sept-11
3,57	sept-11
5,04	sept-11
8,88	sept-11
5,6	sept-11
4,14	sept-11
4,31	sept-11
5,71	sept-11
7,39	sept-11
7,81	sept-11
6,57	sept-11
7,99	sept-11
5,03	sept-11
4,56	sept-11
5,26	sept-11
7,34	sept-11
6,96	sept-11
6,08	sept-11
5,19	sept-11
9,3	sept-11
7,76	sept-11
6,13	sept-11
4,39	sept-11
5,76	sept-11
5,01	sept-11
12,56	sept-11
11,21	sept-11
13,95	sept-11
9,23	sept-11
13,15	sept-11
11,85	sept-11
14,56	sept-11
12,49	sept-11
13,73	sept-11
16,47	sept-11
14,38	sept-11
12,43	sept-11
14,99	sept-11
12,47	sept-11
14,24	sept-11
11,58	sept-11
14,7	sept-11
12,28	sept-11
13,75	sept-11
13,96	sept-11
10,4	sept-11
9,43	sept-11
14,92	sept-11
17,62	sept-11
11,04	sept-11
14,94	sept-11
10,48	sept-11
10,37	sept-11
13,73	sept-11
13,07	sept-11
14,97	sept-11
10,95	sept-11
14,76	sept-11
11,22	sept-11
11,94	sept-11
12,48	sept-11
13,51	sept-11
15,19	sept-11
12,9	sept-11
13,24	sept-11
14,47	sept-11
14,5	sept-11
10,2	sept-11
14,37	sept-11
12,69	sept-11
14,9	sept-11
12,41	sept-11
15,2	sept-11
14,62	sept-11
12,42	sept-11
11,55	sept-11
16,93	sept-11
11,7	sept-11
12,5	sept-11
13,06	sept-11
10,57	sept-11
17,52	sept-11
13,29	sept-11
13,12	sept-11
14,63	sept-11
11,68	sept-11
14,16	sept-11
14,52	sept-11
11,37	sept-11
11,74	sept-11
13,15	sept-11
12,55	sept-11
13,49	sept-11
13,22	sept-11
12,5	sept-11
10,09	sept-11
12,01	sept-11
26,1	sept-11
24,91	sept-11
20,15	sept-11
24,79	sept-11
23,13	sept-11
26,01	sept-11
23,15	sept-11
25,64	sept-11
21,13	sept-11
21,55	sept-11
20,12	sept-11
20,72	sept-11
21,66	sept-11
21,98	sept-11
25,35	sept-11
20,54	sept-11
23,7	sept-11
21,27	sept-11
22,82	sept-11
26,52	sept-11
21,04	sept-11
26,09	sept-11
21,84	sept-11
26,23	sept-11
21,29	sept-11
22,21	sept-11
21,08	sept-11
21,98	sept-11
23,6	sept-11
25,11	sept-11
23,85	sept-11
21,29	sept-11
23,58	sept-11
20,38	sept-11
26,32	sept-11
23,69	sept-11
22,53	sept-11
23,78	sept-11
22,64	sept-11
30,03	sept-11
30,75	sept-11
30,13	sept-11
27,43	sept-11
27,58	sept-11
26,5	sept-11
28,88	sept-11
32,22	sept-11
25,76	sept-11
34,44	sept-11
38,86	sept-11
28,34	sept-11
31,76	sept-11
29,55	sept-11
31,54	sept-11
31,67	sept-11
39,33	sept-11
29,01	sept-11
29,04	sept-11
35,28	sept-11
29,27	sept-11
31,57	sept-11
36,94	sept-11
33,53	sept-11
36,25	sept-11
40,72	sept-11
34,99	sept-11
37,31	sept-11
39,36	sept-11
32,97	sept-11
35,26	sept-11
39,43	sept-11
34,98	sept-11
31,96	sept-11
4,11	march-12
3,17	march-12
3,09	march-12
5,02	march-12
6,78	march-12
3,72	march-12
3,27	march-12
1,58	march-12
4,21	march-12
5,4	march-12
5,53	march-12
4,73	march-12
3,75	march-12
4,79	march-12
3,17	march-12
4,38	march-12
3,47	march-12
3	march-12
4,36	march-12
5,48	march-12
4,12	march-12
3,74	march-12
4,39	march-12
1,82	march-12
4,47	march-12
4,77	march-12
3,54	march-12
2,61	march-12
5,31	march-12
3,7	march-12
3,93	march-12
4,11	march-12
4,29	march-12
3,89	march-12
4,91	march-12
5,47	march-12
5,11	march-12
2,99	march-12
6,17	march-12
4,26	march-12
2,25	march-12
5,52	march-12
3,93	march-12
4,37	march-12
3,47	march-12
3,45	march-12
3,24	march-12
3,35	march-12
4,16	march-12
4,37	march-12
3,96	march-12
3	march-12
3,97	march-12
4,15	march-12
5,47	march-12
3,27	march-12
1,13	march-12
6,01	march-12
3,57	march-12
4,16	march-12
3,41	march-12
3,1	march-12
4,78	march-12
5,89	march-12
2,27	march-12
2,83	march-12
3,32	march-12
5,32	march-12
1,49	march-12
4,77	march-12
3,6	march-12
3,69	march-12
5,86	march-12
2,6	march-12
5,29	march-12
4,92	march-12
3,3	march-12
3,26	march-12
4,71	march-12
3,23	march-12
1,76	march-12
2,53	march-12
3,4	march-12
3,19	march-12
6,2	march-12
1,57	march-12
4,89	march-12
2,48	march-12
3,61	march-12
5,41	march-12
3,93	march-12
2,49	march-12
3,8	march-12
3,64	march-12
4,85	march-12
3,52	march-12
4,38	march-12
2,57	march-12
5,75	march-12
4,4	march-12
4,54	march-12
3,12	march-12
3,97	march-12
2,33	march-12
4,44	march-12
4,68	march-12
5,95	march-12
3,87	march-12
3,93	march-12
3,08	march-12
2,97	march-12
2,3	march-12
3,05	march-12
4,43	march-12
4,33	march-12
2,07	march-12
5,52	march-12
3,34	march-12
5,17	march-12
4,29	march-12
5,03	march-12
2,95	march-12
2,86	march-12
2	march-12
3,51	march-12
6,14	march-12
4,7	march-12
3,12	march-12
5,48	march-12
4,74	march-12
3,79	march-12
3,58	march-12
2,03	march-12
2,97	march-12
4,26	march-12
3,15	march-12
3,62	march-12
3,94	march-12
4,72	march-12
4,27	march-12
3,09	march-12
4,01	march-12
5,38	march-12
6,02	march-12
3	march-12
4,48	march-12
2,76	march-12
3,33	march-12
3,95	march-12
3,46	march-12
3,62	march-12
3,61	march-12
3,96	march-12
4,62	march-12
3,35	march-12
3,79	march-12
2,54	march-12
3,67	march-12
3,39	march-12
3,74	march-12
4,65	march-12
5,1	march-12
4,43	march-12
5,11	march-12
3,66	march-12
2,02	march-12
2,61	march-12
3,77	march-12
4,01	march-12
3,68	march-12
2,38	march-12
3,53	march-12
3,35	march-12
4,7	march-12
5,93	march-12
3,14	march-12
4,95	march-12
2,8	march-12
5,09	march-12
3,96	march-12
3,68	march-12
4,28	march-12
4,05	march-12
1,63	march-12
3,94	march-12
4,74	march-12
4,68	march-12
6,66	march-12
4,58	march-12
4,15	march-12
3,81	march-12
3,04	march-12
5,33	march-12
4,44	march-12
5,92	march-12
2,96	march-12
4,63	march-12
3,62	march-12
2,28	march-12
3,58	march-12
3,32	march-12
4,82	march-12
4,39	march-12
5,68	march-12
6	march-12
3,93	march-12
4,02	march-12
2,44	march-12
2,08	march-12
3,17	march-12
6,51	march-12
4,89	march-12
2,74	march-12
3,69	march-12
2,23	march-12
4,16	march-12
4,35	march-12
2,48	march-12
10,25	march-12
7,08	march-12
7,28	march-12
8,05	march-12
8,68	march-12
11,97	march-12
9,02	march-12
10,26	march-12
5,69	march-12
6,98	march-12
6,94	march-12
9,67	march-12
7,43	march-12
7,86	march-12
8,68	march-12
7,03	march-12
9,49	march-12
8,28	march-12
8,68	march-12
9,44	march-12
